dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,value,baseline_value,trade_spend_total,trade_spend_incl_cogs,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,number_of_records,PPI,BP,FEDI,DISO,FEAO
ALCOHOLIC PRE-MIX,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,2741571.182,2325229.873,718349.9186,225969.0488,11180,1382,1925,11411,-153427.2966,492380.8698,11411,5342,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALCOHOLIC PRE-MIX,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,40436.836,49192.48,4638.513203,-1259.857124,256,32,33,293,-7788.156013,5898.370327,293,284,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALCOHOLIC PRE-MIX,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,4759929.017,2215600.41,1911002.008,906925.8426,14350,2840,3841,14636,356312.5987,1004076.165,14636,7021,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALCOHOLIC PRE-MIX,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,36484222.21,36262977.43,144058.5458,144058.5458,0,0,0,0,0,0,329529,5085,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALCOHOLIC PRE-MIX,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,2718744.997,2279627.95,707000.6471,225213.9838,9738,1083,1618,9885,-143965.6875,481786.6632,9885,4602,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALCOHOLIC PRE-MIX,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,24652.505,29673.799,2834.514383,-660.5926925,154,23,21,178,-4485.996115,3495.107076,178,174,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALCOHOLIC PRE-MIX,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,5496740.445,2581444.194,2153427.914,1027052.424,12362,2498,3173,12584,414203.1468,1126375.49,12584,6117,-2.426869966,-1.466017997,0.41568053,0.258334995,0.194642403
ALUMINIUM FOIL,2013,Hyper+Super Markets,HOMECARE,,31480719.73,30788531,256484.5505,256484.5505,0,0,0,0,0,0,169918,3540,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2013,Hyper+Super Markets,HOMECARE,0-1,3729564.252,2567360.605,1867396.191,660926.5108,6945,669,1248,7012,-215079.9142,1206469.68,7012,3426,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2013,Hyper+Super Markets,HOMECARE,<0,19915.706,34899.701,-99.52606684,-3076.128932,97,21,26,120,-7590.796264,2976.602865,120,92,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2013,Hyper+Super Markets,HOMECARE,>1,8673119.695,2556848.406,5247144.796,2416673.072,10881,1448,2524,10991,794537.8844,2830471.724,10991,4746,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2014,Hyper+Super Markets,HOMECARE,,30616751.18,29850592,280520.4538,280520.4538,0,0,0,0,0,0,167147,3620,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2014,Hyper+Super Markets,HOMECARE,0-1,4695762.866,3169491.185,2485494.486,880272.5602,8481,654,1261,8529,-284813.0858,1605221.926,8529,3822,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2014,Hyper+Super Markets,HOMECARE,<0,31222.225,58174.82,-360.2175457,-5621.525667,107,15,18,124,-13693.59662,5261.308121,124,94,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2014,Hyper+Super Markets,HOMECARE,>1,9021541.84,2596653.248,5710034.967,2597800.289,11591,1386,2556,11669,784465.7547,3112234.678,11669,4972,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2015,Hyper+Super Markets,HOMECARE,,31196510.43,30490785.74,270973.5153,270973.5153,0,0,0,0,0,0,173465,3928,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2015,Hyper+Super Markets,HOMECARE,0-1,4492186.975,3045760.195,2358056.348,836562.9069,8514,646,1333,8569,-266649.0807,1521493.441,8569,3995,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2015,Hyper+Super Markets,HOMECARE,<0,26740.708,54689.885,-2080.489068,-6107.655381,88,17,14,97,-13188.64938,4027.166312,97,72,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
ALUMINIUM FOIL,2015,Hyper+Super Markets,HOMECARE,>1,8188937.628,2539988.305,4962897.218,2263810.309,11605,1388,2698,11729,696628.5546,2699086.909,11729,5035,-3.114326341,-2.170639358,0.65937862,0.397481262,0.250992521
AMBIENT OTHERS,2013,Hyper+Super Markets,FOOD - AMBIENT,,150165463.5,150016852,279749.1562,279749.1562,0,0,0,0,0,0,2438876,42441,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,8840789.047,7151740.442,3104138.951,1003904.287,49313,5044,5198,49993,-594378.2344,2100234.664,49993,26420,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,69824.565,88035.5,8495.001376,-2578.697962,703,80,88,830,-14941.74628,11073.69934,830,804,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,9895204.931,4433226.069,4302079.918,2012772.398,42970,6920,6777,43527,729851.077,2289307.52,43527,24721,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2014,Hyper+Super Markets,FOOD - AMBIENT,,160734884.4,160373515.1,380620.3142,380620.3142,0,0,0,0,0,0,2620515,46544,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,10128180.92,8502797.564,3242103.951,1006108.309,59632,5535,5064,60334,-726833.1774,2235995.641,60334,30648,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,68655.232,89235.093,9044.592809,-2901.481054,831,100,80,962,-16298.29544,11946.07386,962,935,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,10613149.42,4890546.365,4549870.054,2118641.341,48065,7276,6491,48704,746733.2977,2431228.713,48704,27007,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2015,Hyper+Super Markets,FOOD - AMBIENT,,173206370.3,172528743.1,505208.7338,505208.7338,0,0,0,0,0,0,2813314,51821,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,10918584.3,9203901.892,3323911.345,1032951.529,62743,5565,4405,63499,-741532.5219,2290959.816,63499,31755,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,60741.429,79013.834,7466.045836,-2670.531054,765,123,60,887,-14142.37347,10136.57689,887,857,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
AMBIENT OTHERS,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,12489499.04,5784414.348,5274122.007,2466262.028,51465,7820,6321,52210,891533.0629,2807859.979,52210,29094,-1.596660382,-1.087481876,0.492946331,0.259021017,0.287054105
ANISEED SPIRITS,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,31635579.22,31645706.62,53038.70758,53038.70758,0,0,0,0,0,0,159079,2277,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,1592901.699,1414939.263,303198.1266,90604.48917,2542,88,209,2556,-76686.90365,212593.6374,2556,1097,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,2469.41,3607.402,240.3710849,-211.8407738,25,0,2,27,-769.9730195,452.2118588,27,27,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,2177449.898,1092664.551,797495.0963,378995.2035,2972,279,605,2989,149992.9125,418499.8928,2989,1387,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,33299229.73,33237684.14,77558.07616,77558.07616,0,0,0,0,0,0,160687,2420,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,1462928.147,1275380.002,321677.4196,97942.83558,2731,92,187,2745,-76820.33071,223734.5841,2745,1156,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,3544.279,4439.359,360.3492629,-164.506185,23,1,1,25,-771.6147253,524.8554479,25,25,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,1756997.377,906564.462,623309.9518,297113.957,2523,246,350,2538,119474.9407,326195.9948,2538,1211,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,34943040.86,34944986.5,66680.26548,66680.26548,0,0,0,0,0,0,161077,2550,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,1152386.624,1012862.804,242447.3261,72909.67131,2752,101,120,2784,-60173.14781,169537.6548,2784,1048,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,2756.689,3568.818,275.8226103,-134.7624996,27,0,1,28,-612.7288592,410.5851099,28,28,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ANISEED SPIRITS,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,1760688.749,881724.115,631728.1478,302986.8653,2704,282,362,2726,125739.0155,328741.2825,2726,1273,-1.699776167,-1.247384637,0.589909029,0.272601914,0.228624079
ARTIFICIAL SWEETENERS,2013,Hyper+Super Markets,FOOD - AMBIENT,,27024423.9,27060667.13,35766.51509,35766.51509,0,0,0,0,0,0,312555,3984,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,2424405.062,2088499.525,685703.0823,205621.6706,11807,467,1500,11890,-171648.9059,480081.4118,11890,4120,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,14073.025,16785.735,1698.107994,-345.5616996,112,8,12,126,-2562.012243,2043.669693,126,125,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,780281.998,452563.582,278542.0325,124320.2964,6246,286,792,6288,32258.70858,154221.7361,6288,2648,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2014,Hyper+Super Markets,FOOD - AMBIENT,,27577395.45,27560996.93,58115.13707,58115.13707,0,0,0,0,0,0,323493,4297,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,2852025.37,2479116.053,805834.7833,238758.1611,14369,518,1420,14438,-208939.3806,567076.6222,14438,4579,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,9010.957,11179.531,1215.998646,-250.2252033,75,6,16,92,-1841.561654,1466.223849,92,91,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,856559.187,489520.333,310528.8791,139114.9363,6891,334,774,6933,37258.46163,171413.9428,6933,2755,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2015,Hyper+Super Markets,FOOD - AMBIENT,,27801213.36,27697358.6,81205.73185,81205.73185,0,0,0,0,0,0,338591,4294,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,2363158.767,2043866.901,648604.4951,193918.0211,12904,682,1140,12964,-163809.4424,454686.4741,12964,4155,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,14813.288,17202.948,1902.486864,-242.9802003,86,7,10,95,-2509.937364,2145.467064,95,95,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
ARTIFICIAL SWEETENERS,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,989680.908,540438.594,366140.6015,166572.9454,7004,650,818,7057,50291.76208,199567.6561,7057,2977,-1.314525004,-0.851882621,0.297938812,0.123994922,0.125394778
BABY DIAPERS,2013,Hyper+Super Markets,PAPER PROD.,,219748621.5,176125829.3,11805858.44,11805858.44,0,0,0,0,0,0,1268477,25154,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2013,Hyper+Super Markets,PAPER PROD.,0-1,11630798.8,9716817.274,3167401.632,1014842.617,26842,2687,5210,27641,-630295.0898,2152559.015,27641,15383,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2013,Hyper+Super Markets,PAPER PROD.,<0,212249.853,376882.592,699.9721973,-34240.73818,673,93,103,773,-86301.81765,34940.71038,773,739,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2013,Hyper+Super Markets,PAPER PROD.,>1,65202683.54,20409505.5,30263873.12,15462275.22,71724,12567,24623,73658,8391814.917,14801597.91,73658,35909,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2014,Hyper+Super Markets,PAPER PROD.,,217387476.5,177544182.6,10934738.61,10934738.61,0,0,0,0,0,0,1213929,23284,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2014,Hyper+Super Markets,PAPER PROD.,0-1,12035144.86,9867242.437,3619664.97,1179513.692,28258,2785,5718,28980,-670880.7399,2440151.278,28980,15511,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2014,Hyper+Super Markets,PAPER PROD.,<0,273650.645,499064.893,-5310.553885,-48787.62255,766,77,83,863,-116658.5025,43477.06866,863,809,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2014,Hyper+Super Markets,PAPER PROD.,>1,62070712.88,20627096.13,27758527.01,14224386.3,71295,12832,24146,73233,7802438.74,13534140.71,73233,35029,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2015,Hyper+Super Markets,PAPER PROD.,,214511759.1,176982915.3,10351816.32,10351816.32,0,0,0,0,0,0,1377957,27608,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2015,Hyper+Super Markets,PAPER PROD.,0-1,10609063.97,8986997.287,2793791.638,880778.7782,28905,2512,4523,29717,-591844.6923,1913012.86,29717,15180,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2015,Hyper+Super Markets,PAPER PROD.,<0,349898.57,610726.317,59.94755899,-55753.40206,659,115,105,779,-139443.4527,55813.34962,779,738,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY DIAPERS,2015,Hyper+Super Markets,PAPER PROD.,>1,57933362.4,19755577.12,25079289.68,12948511.48,72361,12115,23056,74686,7291989.028,12130778.2,74686,36083,-2.405848912,-2.050952968,0.375730268,0.187870528,0.173900537
BABY FOODS,2013,Hyper+Super Markets,FOOD - AMBIENT,,113129851.6,106919710.8,1907320.281,1907320.281,0,0,0,0,0,0,2095243,34959,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,12525218.75,10217357.33,3620940.286,1192509.474,97826,7641,23230,99320,-639666.6008,2428430.812,99320,41738,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,138196.935,196982.506,8738.621388,-11142.15232,1695,172,206,1931,-36594.00218,19880.77371,1931,1808,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,39409279.21,15837037.53,17654190.61,8486031.787,196657,25619,79223,198912,3560888.858,9168158.823,198912,73959,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2014,Hyper+Super Markets,FOOD - AMBIENT,,107471342.5,103190428.6,1412356.815,1412356.815,0,0,0,0,0,0,2123607,34647,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,13904795.33,11517260.59,3866516.942,1250400.82,109182,8032,23800,110500,-740514.8924,2616116.122,110500,43806,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,127232.839,175617.654,9547.747267,-8736.391641,1713,172,281,2019,-31388.72637,18284.13891,2019,1882,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,33407883.46,14230094.92,14228558.83,6846923.776,187056,22539,70023,188834,2888750.606,7381635.058,188834,68709,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2015,Hyper+Super Markets,FOOD - AMBIENT,,106311972.3,105267459.7,559367.8144,559367.8144,0,0,0,0,0,0,2220123,36254,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,13949387.41,11644013.65,3772013.615,1208674.76,112828,7927,23919,114302,-750326.7144,2563338.855,114302,44665,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,104408.416,135267.927,10428.88314,-5031.427491,1550,135,251,1814,-23007.45187,15460.31063,1814,1758,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY FOODS,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,25447355.29,11764639.77,10405772.31,4924869.943,156036,18595,55668,158122,1906402.55,5480902.365,158122,60663,-2.228198922,-1.619404963,0.337353581,0.177303502,0.194438209
BABY MILK,2013,Hyper+Super Markets,FOOD - AMBIENT,,80954678.83,81003849.72,176277.8974,176277.8974,0,0,0,0,0,0,607945,7602,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,4809835.081,4194579.942,1129362.597,343536.1037,15578,1377,2184,15898,-270522.3377,785826.4932,15898,6670,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,65411.567,88534.704,5902.090328,-4038.407994,356,47,42,412,-15998.11031,9940.498322,412,390,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,7969203.871,3619163.106,3293664.026,1566714.021,18952,2666,4469,19227,623121.0267,1726950.005,19227,8556,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2014,Hyper+Super Markets,FOOD - AMBIENT,,83643782.63,83820838.46,171124.6491,171124.6491,0,0,0,0,0,0,605423,7412,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,5418073.878,4761820.73,1280091.583,384215.619,18570,1310,2118,18806,-319552.5352,895875.9637,18806,7109,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,60406.221,81417.236,6594.203861,-3431.345728,305,32,38,349,-15172.56818,10025.54959,349,338,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,8168379.077,3675498.136,3349098.904,1604702.317,19600,2478,4199,19836,662656.8893,1744396.587,19836,8464,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2015,Hyper+Super Markets,FOOD - AMBIENT,,87211534.29,87189689.09,188557.7991,188557.7991,0,0,0,0,0,0,592785,6803,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,4505185.051,3918239.625,1114524.037,336544.415,15843,1092,1501,16030,-273162.999,777979.6215,16030,5954,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,31949.174,44471.05,2427.665169,-2312.354154,192,28,22,228,-8208.550554,4740.019323,228,218,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY MILK,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,7016028.404,3144600.473,2923389.908,1394740.958,16166,2153,3173,16406,563462.4866,1528648.95,16406,7102,-1.300611765,-1.649499805,0.318579597,0.150152845,0.224570442
BABY WIPES,2013,Hyper+Super Markets,HBA,,39116441.4,31634214.65,2055728.511,2055728.511,0,0,0,0,0,0,431033,9542,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2013,Hyper+Super Markets,HBA,0-1,2476630.536,1841169.532,1240652.794,414181.8988,8874,1172,1470,9103,-205198.0469,826470.895,9103,5132,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2013,Hyper+Super Markets,HBA,<0,121890.87,230671.785,-1882.680339,-22274.07757,388,74,44,449,-53802.5136,20391.39724,449,370,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2013,Hyper+Super Markets,HBA,>1,11209649.03,2924566.239,5790157.567,2953271.131,30084,5017,6666,30731,1593020.261,2836886.436,30731,13622,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2014,Hyper+Super Markets,HBA,,38753719.6,31814982.9,1925068.648,1925068.648,0,0,0,0,0,0,444388,10203,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2014,Hyper+Super Markets,HBA,0-1,2627320.739,1967664.374,1218606.635,411074.6307,9932,1259,1355,10122,-190920.0587,807532.0048,10122,5661,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2014,Hyper+Super Markets,HBA,<0,162513.676,307223.283,-2707.139621,-29781.61067,490,123,53,588,-71746.88706,27074.47105,588,464,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2014,Hyper+Super Markets,HBA,>1,10450909.13,2750815.98,5519975.436,2784702.303,29828,4506,5901,30428,1441780.322,2735273.133,30428,13401,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2015,Hyper+Super Markets,HBA,,38467253.54,31881478.04,1815948.523,1815948.523,0,0,0,0,0,0,466951,11111,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2015,Hyper+Super Markets,HBA,0-1,2978225.524,2182013.366,1394032.863,479408.3713,11305,1423,1597,11514,-195511.9346,914624.4915,11514,6266,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
BABY WIPES,2015,Hyper+Super Markets,HBA,<0,133297.96,247540.319,-2039.836592,-23857.3392,410,109,68,522,-57603.51142,21817.50261,522,458,-2.562325753,-1.829339562,0.47957995,0.242981206,0.212329136
